"lat","long","id"
65.025785,78.189697,129
64.949721,78.398438,130
66.549971,77.19389,131
66.477112,77.104797,132
66.260568,78.713779,133
68.659554,67.854309,134
70.500002,84.497811,135
59.466013,108.07663,136
51.964577,143.245239,137
67.221053,81.716309,138
58.71836,73.992435,139
61.0526,76.8288,140
54.572957,52.369487,141
46.675826,53.040619,142
67.142167,56.653056,143
60.749767,72.91008,144
61.369752,67.483521,145
61.490921,66.272965,146
60.741713,69.216614,147
60.897721,97.230377,148
71.057569,73.975067,149
60.288173,70.897522,150
70.322207,76.184692,151
57.999002,106.730461,152
46.200745,51.696854,153
68.449491,83.652992,154
64.548219,77.734795,155
64.403762,77.77977,156
53.298611,143.328056,157
51.700013,143.229618,158
51.532615,143.400507,159
52.138335,143.058815,160
64.579185,75.552807,161
NA,NA,162
64.283653,78.167725,163
60.951777,71.842346,164
57.906093,79.307556,165
57.195064,79.320259,166
58.991133,78.449078,167
NA,NA,168
58.899769,77.893324,169
58.831027,77.530346,170
58.871073,77.741833,171
57.276445,78.701248,172
57.284517,78.881364,173
58.165995,78.892822,174
59.441584,108.029251,175
61.923685,67.682991,176
61.016307,73.406525,177
62.889586,70.563126,178
63.22721,70.649643,179
63.190535,70.897694,180
63.151874,71.18042,181
62.249305,71.167202,182
61.826824,72.644348,183
67.946291,55.93689,184
63.930735,122.678833,185
64.390409,75.655975,186
60.430884,96.241779,187
67.269323,83.220062,188
58.502888,79.518356,189
57.806359,76.326828,190
58.487324,78.048763,191
59.28728,76.297302,192
58.924854,79.694824,193
60.390791,72.907505,194
58.826184,79.45364,195
63.714455,79.499817,196
60.297021,78.11554,197
57.971701,76.331635,198
57.699011,75.997925,199
59.927496,76.981201,200
59.609086,76.731262,201
66.195039,70.995712,202
54.138056,50.638333,203
53.502138,51.474123,204
70.453346,68.291016,205
54.235814,50.937123,206
54.134167,50.786667,207
60.515568,72.291584,208
65.893802,77.218094,209
60.956204,73.016312,210
46.847043,48.147583,211
68.49025,58.765526,212
68.376355,59.037008,213
59.76262,71.740723,214
60.187675,69.232287,215
53.0175,50.824722,216
54.775833,155.785556,217
54.710278,155.829722,218
60.212778,111.586111,219
55.358056,106.106667,220
64.857222,77.181944,221
64.329722,76.19585,222
65.486481,75.524139,223
33.001754,32.494812,224
65.980453,75.742149,225
66.805165,79.60144,226
64.5741,76.672211,227
61.511561,77.359543,228
53.358056,143.179444,229
52.478333,143.719444,230
56.831944,58.876389,231
66.099381,76.90773,232
66.341363,77.842255,233
60.225556,69.753056,234
59.064444,71.861389,235
52.673056,53.027222,236
61.869444,69.833889,237
NA,NA,238
63.244167,72.862222,239
56.231944,53.501944,240
52.013611,55.199444,241
68.287778,73.683889,242
67.865,58.874722,243
45.215833,48.111667,244
44.417778,48.7075,245
42.721667,49.639444,246
44.125833,49.0025,247
62.979722,74.834444,248
43.906056,58.568115,249
54.066667,50.366667,250
66.273333,74.221666,251
51.498888,143.838888,252
66.459444,56.432777,253
67.775277,55.991944,254
52.283337,50.864478,255
67.978303,75.88068,256
65.585646,77.546456,257
65.923055,75.595556,258
67.766667,60.543665,259
67.556546,60.545355,260
65.153464,80.594364,261
68.686944,58.353333,262
64.254345,76.126364,263
NA,NA,264
67.383333,54.503252,265
67.957656,57.783333,266
66.933333,56.616667,267
64.533333,71.297811,268
59.106396,69.969237,269
66.720278,73.204722,270
45.453611,37.738056,271
63.583336,66.397811,272
61.653611,66.671389,273
62.425797,65.4568,274
62.149147,79.459992,275
67.034509,58.595181,276
67.983889,58.417222,277
67.835278,58.423922,278
67.750556,58.000556,279
67.775556,58.560055,280
67.882222,58.065556,281
67.766667,57.783333,282
67.991946,57.757769,283
67.996389,57.97304,284
67.927232,57.708897,285
67.942222,57.872778,286
67.791667,57.49,287
68.582222,58.282222,288
39.966736,50.216142,289
51.85338,53.83665,290
61.16245,72.997971,291
54.533333,50.747811,292
72.25,70.583333,293
42.653026,56.386471,294
NA,NA,295
51.667307,52.981582,296
59.132975,71.723335,297
60.516667,74.15,298
62.426625,78.152618,299
59.819971,110.87677,300
62.100833,77.554722,301
56.134167,54.049167,302
61.049167,72.640556,303
52.284444,143.078611,304
70.601389,67.192778,305
71.193178,66.86245,306
68.783957,58.182907,307
54.268611,52.9825,308
62.4425,73.958611,309
62.585122,73.518448,310
62.216389,75.175,311
62.441111,75.919722,312
62.446111,74.280833,313
61.738611,75.234167,314
61.345833,75.301111,315
61.901944,74.875556,316
62.406276,74.783936,317
61.49256,74.915772,318
61.470267,75.531006,319
61.714611,74.720764,320
67.033889,56.668333,321
66.857222,56.138611,322
64.996944,57.007222,323
59.164167,56.827222,324
56.516944,55.185556,325
59.275,56.984722,326
50.756389,45.126667,327
55.3225,20.555556,328
68.006389,77.982222,329
72.5325,73.660556,330
70.491111,84.340833,331
67.008501,76.296616,332
60.514047,72.555428,333
67.469444,59.458889,334
65.934855,80.275555,335
65.405556,82.474444,336
52.519564,144.140625,337
61.524005,79.374847,338
60.849594,71.244278,339
60.497138,74.70643,340
57.335278,106.73,341
71.732728,71.985598,342
73.366667,65.616667,343
72.358889,65.620833,344
61.75,113.583333,345
60.600556,71.948889,346
60.050622,73.49888,347
61.668128,64.673424,348
61.680556,64.848889,349
61.244313,65.016403,350
58.767222,74.094722,351
57.650003,78.914478,352
66.718365,55.001078,353
67.016667,54.797811,354
66.251667,56.623333,355
66.279444,56.43,356
60.536908,110.552006,357
60.464444,109.756389,358
64.528835,120.495386,359
61.730833,115.508889,360
69.165,81.123648,361
52.621389,51.921389,362
59.039167,72.807778,363
68.261667,71.447778,364
67.886111,72.459444,365
68.536667,73.449722,366
67.071111,71.555556,367
57.207778,56.616389,368
69.664722,55.699722,369
56.651389,53.363056,370
61.112778,76.010556,371
66.171111,77.575278,372
67.846111,60.568889,373
62.863611,73.843333,374
61.240278,75.1075,375
63.256667,56.443889,376
52.981944,56.193889,377
60.750438,70.21019,378
59.588191,57.131985,379
65.116667,57.231145,380
59.193056,71.393889,381
59.437222,78.706389,382
66.384722,58.146111,383
60.089444,72.465833,384
70.7075,69.971667,385
70.715278,69.965278,386
52.005556,51.673333,387
52.601944,53.192222,388
52.2175,51.851389,389
52.818333,53.049167,390
62.720278,73.270278,391
59.365,56.669167,392
52.557778,52.385556,393
55.387222,54.046111,394
54.980833,105.671111,395
67.6875,81.334444,396
72.477222,68.100278,397
73.310833,65.668611,398
72.9425,68.401389,399
60.595,72.697222,400
60.464444,73.897222,401
62.394167,80.121389,402
59.44457,71.598716,403
59.128611,71.756667,404
69.730278,79.664444,405
62.464032,80.364494,406
62.485904,79.752125,407
54.223611,50.693056,408
51.206944,50.612222,409
61.4325,72.2175,410
53.119167,55.842778,411
60.800054,69.892273,412
57.395499,55.795397,413
54.804115,56.628685,414
65.033889,79.965,415
65.337222,77.378056,416
58.237483,78.336039,417
63.297222,80.674444,418
65.284722,55.86,419
69.776389,75.383333,420
71.771111,73.743333,421
73.311111,175.260278,422
58.359444,97.318611,423
59.131667,98.625556,424
58.462778,97.641944,425
51.434722,143.651944,426
64.714167,80.448056,427
52.845556,143.594722,428
51.353934,53.208954,429
54.871111,50.967778,430
65.026944,73.343889,431
45.294694,35.303879,432
55.373889,54.496944,433
65.061111,78.870556,434
66.018018,56.953125,435
65.876111,78.186389,436
66.009167,79.332222,437
68.133333,78.95,438
68.766667,72.833333,439
60,102,440
64.26321,77.507502,441
65.166667,76.5,442
63.686123,74.374008,443
59.989167,69.281944,444
69.8675,73.781667,445
55.284444,107.068056,446
61.333333,113.55,447
63.666667,124.75,448
56.283336,102.297811,449
58.41,100.405278,450
60.475278,100.3875,451
59.378056,78.307222,452
57.663056,79.493333,453
64.550556,79.532222,454
64.525833,80.473056,455
64.4575,81.947778,456
64.164167,81.691389,457
65.690556,80.55,458
66.684722,78.832222,459
66.946389,75.335278,460
66.700833,75.548611,461
66.54,74.660556,462
66.54,74.660556,463
65.033611,74.660556,464
65.5575,74.534444,465
65.8475,76.700833,466
64.616667,76.033333,467
67.250833,74.498333,468
68.150833,74.831944,469
68.684167,74.898333,470
68.423611,74.591111,471
69,75.5,472
69.034444,77.147222,473
69.233333,76.166667,474
68.984167,73.348333,475
70.334167,67.164444,476
71.534167,70.914722,477
68.416667,73.416667,478
69.143419,53.142443,479
62.5,57.131145,480
64.781111,57.325,481
64.433333,57.397811,482
64.666667,52.281145,483
63.666667,57.497811,484
57.575556,58.496944,485
56.388889,57.670833,486
51.305278,55.572778,487
51.433611,55.798611,488
51.001944,55.8625,489
48.666667,39.766667,490
48.566667,40.066667,491
48.566667,40.033333,492
46.633337,39.497811,493
46.160556,38.317222,494
45.953611,38.355833,495
45.687222,38.326667,496
46.145556,38.750278,497
46.427778,39.232778,498
45.705278,38.653333,499
45.744722,38.708056,500
45.611111,38.700278,501
46.17,39.249444,502
46.143056,39.338889,503
45.996389,39.155278,504
46.462222,39.821667,505
45.9332,39.5985,506
45.725833,39.544444,507
45.900833,39.514167,508
45.767778,40.885556,509
45.565,41.216667,510
45.283611,41.886111,511
45.018611,41.716389,512
44.89806,41.556667,513
44.6925,41.171944,514
46.034722,41.961389,515
45.929444,42.006389,516
45.600004,42.081144,517
45.826944,42.396111,518
45.834444,42.397222,519
45.24,42.441944,520
45.216944,42.984444,521
45.6025,43.968611,522
45.450278,44.103611,523
45.238889,43.669722,524
44.898333,43.321111,525
45.109167,39.805556,526
45.198611,40.015278,527
45.681111,38.095,528
45.576944,38.0025,529
45.34444,37.875278,530
45.625556,37.8275,531
48.56667,39.997811,532
45.516944,37.6225,533
45.478889,37.838333,534
45.538056,37.740833,535
45.524722,37.716667,536
45.283611,38.316944,537
45.370833,38.093889,538
73.9675,46.771667,539
70.548692,82.65564,540
49.855833,45.499722,541
66.300278,79.209722,542
65.459167,79.6925,543
45.488889,37.814167,544
53.216111,53.366111,545
52.746111,51.349722,546
52.164722,51.503611,547
52.270833,51.390833,548
61.331389,79.5575,549
53.525833,52.545,550
60.863056,76.298889,551
52.444167,50.137778,552
57.224722,55.390278,553
65.073333,51.285833,554
61.170556,74.966944,555
53.467778,50.428333,556
54.406111,56.595,557
53.253056,51.14,558
